Artist,Album,Song Name,Lyrics,
Drake,The Best in the World Pack,Money in the Grave (Ft. Rick Ross) ,"[Intro: Drake]
Yeah, okay
Lil CC on the beat, mmm
Yeah, yeah

[Verse 1: Drake]
I mean, where the fuck should I really even start?
I got hoes that I'm keepin' in the dark
I got my niggas 'cross the street livin' large
Thinkin' back to the fact that they dead
Thought my raps wasn't facts 'til they sat with the bars
I got two phones, one need a charge
Yeah, they twins, I could tell they ass apart
I got big packs comin' on the way
I got big stacks comin' out the safe
I got Lil Max with me, he the wave
It's a big gap between us in the game
In the next life, I'm tryna stay paid
When I die, put my money in the grave

[Chorus: Drake]
When I die, put my money in the grave
I really gotta put a couple niggas in they place
Really just lapped every nigga in the race
I really might tat ""Realest Nigga"" on my face
Lil CC let it slap with the bass
I used to save hoes with a mask and a cape
Now I'm like, ""Nah, love, I'm good, go away""
Ain't about to die with no money, I done gave it

[Verse 2: Drake]
I was on top when that shit meant a lot
Still on top like I'm scared of the drop
Still on top and these niggas wanna swap
Niggas wanna swap like it's Slauson or Watts
I don't wanna change 'cause I'm good where I'm at
Mob ties, so I'm always good where I'm at
Word to Junior, Jazzy, Baby J
Tell 'em when I die, put my money in the grave

[Verse 3: Rick Ross]
Couple figures, killers call and collect (Collect)
She fuck a nigga, then she on to the next (Next)
Really livin' large, she in awe with a mack
When you niggas thinkin' small in the mall with a rat (Rat)
Roll with us if you really wanna get it (Get it)
Go get a half a million in the Sprinter (Sprinter)
Phone ringin', bitches know a big tipper (Tipper)
I got the hookup and there's really no limit (Limit)
Dead broke is in you nigga DNA (DNA)
Rickey Smiley's in Decatur with the yé
Lil' nigga, just another state case
Bury my motherfuckin' Chase Bank, time to bounce (Bounce)
Gotta count on my allowance (Gotta count on my allowance)
You niggas snitches so I gotta reroute it (So I gotta reroute it)
A nigga drippin' like I got a zillion dollars
Got the trap jumpin' like Zion when I rebound it
Then I'm out (Then I'm out)
And I'll never talk about it (About it)
The homies quiet, but we all smoke the loudest (Loudest)
Rich niggas and I'm really bein' modest
'Cause the way I do my deals, never treated like a artist
Want the house (House)
You could DM my accountant
My per diem six figures and I'm countin'
Nine figures was the goal 'til I hit it
These niggas ain't livin', so bury mine with me
Ross got it (Maybach Music)

[Chorus: Drake]
When I die, put my money in the grave
I really gotta put a couple niggas in they place
Really just lapped every nigga in the race
I really might tat ""Realest Nigga"" on my face
Lil CC let it slap with the bass
I used to save hoes with a mask and a cape
Now I'm like, ""Nah, love, I'm good, go away""
Ain't about to die with no money, I done gave it",
Drake,Scorpion,Survival ,"[Intro]
I been waitin' on this
Yeah

[Verse]
All of this disorder, no addressin'
The crown is broken in pieces, but there's more in my possession
There's a whole lot in my possession
Who do you really love? Well, that's sure to be in question
My Mount Rushmore is me with four different expressions
Who's givin' out this much return on investment?
After my run, man, how is that even a question?
After this summer, man, how is that even a—
I've had real Philly niggas try to write my endin'
Takin' shots with the GOAT and talked about shots that we sendin'
I've had scuffles with bad boys that wasn't pretendin'
I've had too many nights to mention, that's just the beginnin'
I'm pretty sure we got a label, I'm still independent
I fell back a hundred times when I don't get the credit
Seen this movie a hundred times, I know where it's headed
Realize someone gotta die when no one'll dead it
Niggas gamblin' with they life for some content
That's the type of lottery that could get your top picked
I am a cream-of-the-crop nigga
You niggas pop mollies, my 'Malis pop niggas
House on both coasts, but I live on the charts
I have tea with the stars and I swim with the sharks
And I see in the dark, wasn't this cold at the start
Think my soul has been marked, there's a hole in my heart
Yeah, I was about to— Man, I thought about it
It's unsettlin' to talk about it
Free all of my niggas that they caught with it
RIP my niggas that they caught without it
This just the intro, let me not get ahead of myself
This is God's plan, young man, you said it yourself
Always got a ace up my sleeve for whatever was dealt
Daddy got suits like Bernie Mac, he dresses himself
I stopped askin' myself and I started feelin' myself
Now I gotta deal with all this drama and deal with myself
I ain't even have to cut the tie, it severed itself
This just the intro, let me not get ahead of myself",
Drake,Scorpion,Nonstop ,"[Intro: Lil Juice]
Tay Keith, fuck these niggas up!

[Verse 1: Drake]
Look, I just flipped a switch (Flipped, flipped)
I don't know nobody else that's doin' this
Bodies start to drop, ayy (Hit the floor)
Now they wanna know me since I hit the top, ayy
This a Rollie, not a stopwatch, shit don't ever stop
This the flow that got the block hot, shit got super hot, ayy
Give me my respect (Give me my respect)
I just took it left like I'm ambidex'
Bitch, I move through London with the Eurostep (Two)
Got a sneaker deal and I ain't break a sweat
Catch me 'cause I'm gone (Outta there, I’m gone)
How I go from 6 to 23 like I'm LeBron?
Servin' up a pack (Servin' up a pack)
Niggas pullin' gimmicks 'cause they scared to rap, ayy
Funny how they shook, ayy, got these niggas shook
Pullin' back the curtain by myself, take a look, ayy
I'm a bar spitta, I’m a hard hitta
Yeah I’m light-skinned, but I'm still a dark nigga
I'm a wig splitta, I'm a tall figure
I'm a unforgivin' wild-ass dog nigga
Somethin' wrong with 'em, got 'em all bitter
I'm a bill printer, I'm a gravedigger
Yeah, I am what I am
I don't have no time for no misunderstandings again

[Chorus: Mack Daddy Ju & Drake]
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This a Rollie, not a stopwatch, shit don't ever stop
From smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is–

[Verse 2: Drake]
Future took the business and ran it for me
I let Ollie take the owl, told him brand it for me
I get 2 million a pop and that’s standard for me
Like I went blind, dog, you gotta hand it to me
(Gotta gimme that shit, dog)
Prayed, then I prayed again (Amen, Lord)
Had a moment but it came and went
(They don't love you no more)
You don’t wanna play with him (Nah, nah, nah)
They’ll be mournin' you like 8AM (R.I.P.)
Pinky ring 'til I get a wedding ring (Whoa, yeah)
Love my brothers, cut 'em in on anything (Big slice)
And you know it's King Slime Drizzy, damn (Woo yeah)
She just said I'm bae, I hit the thizzle dance (Mac Dre shit)
Either hand is the upper hand (Oh yeah, shit)
Got a bubba on my other hand (Whoa, yeah, shit, yeah)
This shit ain't no hundred bands (Nah, nah, nah, nah)
Palace look like Buckingham
Bills so big, I call 'em Williams, for real
Reasons to go crazy, got a trillion, for real
They been tryin' me but I'm resilient, for real
I can’t go in public like civilian, for real
And I hardly take offense
Money for revenge, man, that’s hardly an expense
Al Haymon checks off of all of my events
I like all the profit, man, I hardly do percents (I don't do that shit)
A big part of me resents
Niggas that I knew from when I started in this shit
They see what I got and, man, it's hard to be content
Fuck what they got goin' on, I gotta represent (Ayy!)

[Chorus: Mack Daddy Ju & Drake]
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This a Rollie, not a stopwatch, shit don't ever stop
From smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin', from smokin' the chicken, the bass is kickin'
My head is spinnin'
This the flow that got the block hot, shit got super hot",
Drake,Scorpion,Elevate ,"[Chorus: Drake]
Ayy, elevate, elevate
Only obligation is to tell it straight
So much on my plate I gotta delegate
Baka passed a drug test, we gotta celebrate
I'm in bed awake, thinkin' how'd I make
All this happen for myself and my family
All this happen for myself and my family
There's no way that this is real, man, it can't be
(Yeah, yeah)

[Verse: Drake & French Montana]
If you need me, you can call me, I stay busy makin' money
You know what is on my mind, all I think about is hunnids
I stay busy (Bzz!) workin' on me
I stay busy with my business, homie
I already hit her when you left her lonely
She is not the type that likes to take things slowly
Slowly, my mouth is goin' off, I don't know patience
I got a chance then my niggas got it too like it's contagious
I see the future when I get wavy (Wavy God!)
But I couldn't picture bein' Champagne (Haan) when I would buy that shit and save it for the right occasion
I couldn't picture changes
When I was with Ms. Creighton, that lady hates me
Couldn't picture wifin' Braden when I was pumpin' gas on road trips to go from Cincinnati on to Dayton
I couldn't gauge it
I wanna thank God for workin' way harder than Satan
He's playin' favourites, it feels amazin' (Yeah)

[Chorus: Drake]
Elevate, elevate
Only obligation is to tell it straight
Me and all the guys found a better way
This a life bid we can never separate
I'm in bed awake, thinkin' how'd I make
All this happen for myself and my family
All this happen for myself and my family
There's no way that this is real, man, it can't be

[Outro: Drake]
Yeah, I can only tell you shit in pieces
As it happens to me, I begin to write the thesis
Franny got the Aria setup like it's a Freaknik
Vegas like Marineland, that big whale treatment
Georgie got me up a hunnid thousand for the weekend
I gotta move the safe beside the bed when I be sleepin'
My mood is changin' this summer, I'ma be tweakin'",
Drake,Scorpion,Emotionless ,"[Chorus: Mariah Carey]
You've got me feeling emotions
Ayy, higher
Ahhhhhhh
You've got me fe–
You, ohhhh

[Verse 1: Drake]
Don't link me
Don't hit me when you hear this and tell me your favorite song
Don't tell me how you knew it would be like this all along
I know the truth is you won't love me until I'm gone
And even then the thing that comes after is movin' on
I can't even capture the feeling I had at first
Meetin' all my heroes like seein' how magic works
The people I look up to are goin' from bad to worse
Their actions out of character even when they rehearse
Workin' in the land of the free, the home of the brave
I gotta bring my brothers or else I feel out of place
Breakin' speed records on roads that these niggas paved
And they don't like that, it's written all on they face
I don't know how I'ma make it out of here clean
Can't even keep track of who plays for the other team
Iconic duos rip and split at the seams
Good-hearted people are takin' it to extremes
Leavin' me in limbo to question what I believe
Leavin' me to ask what's their motive in makin' peace
Leavin' me to not trust anybody I meet
Leavin' me to ask, is there anybody like me?

[Chorus: Mariah Carey]
You've got me fe–
You, ohhhh
You've got me fe–
You, ohhhh, ayy

[Verse 2: Drake]
Missin' out on my years
There's times when I wish I was where I was
Back when I used to wish I was here
Missin' out on my days
Scrollin' through life and fishin' for praise
Opinions from total strangers take me out of my ways
I try and see who's there on the other end of the shade
Most times it's just somebody that's underaged
That's probably just alone and afraid
And lashin' out so that someone else can feel they pain
I always hear people complain about the place that they live
That all the people here are fake and they got nothin' to give
'Cause they been starin' at somebody else's version of shit
That makes another city seem more excitin' than it is
I know a girl whose one goal was to visit Rome
Then she finally got to Rome
And all she did was post pictures for people at home
'Cause all that mattered was impressin' everybody she's known
I know another girl that's cryin' out for help
But her latest caption is ""Leave me alone""
I know a girl happily married 'til she puts down her phone
I know a girl that saves pictures from places she's flown
To post later and make it look like she still on the go
Look at the way we live
I wasn't hidin' my kid from the world
I was hidin' the world from my kid
From empty souls who just wake up and look to debate
Until you starin' at your seed, you can never relate
Breakin' news in my life, I don't run to the blogs
The only ones I wanna tell are the ones I can call
They always ask, ""Why let the story run if it's false?""
You know a wise man once said nothin' at all
I'm exhausted and drained, I can't even pretend
All these people takin' miles when you give 'em an inch
All these followers but who gon' follow me to the end?
I guess I'll make it to the end and I'ma find out then

[Outro: Mariah Carey]
You've got me fe–
You, ohhhh, ayy
Higher, higher
You've got me fe–
You, ohhhh, ayy
Higher, higher",
Drake,Scorpion,God's Plan ,"[Intro]
And they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yeah

[Verse 1]
I been movin' calm, don't start no trouble with me
Tryna keep it peaceful is a struggle for me
Don't pull up at 6 AM to cuddle with me
You know how I like it when you lovin' on me
I don't wanna die for them to miss me
Yes, I see the things that they wishin' on me
Hope I got some brothers that outlive me
They gon' tell the story, shit was different with me

[Chorus]
God's plan, God's plan
I hold back, sometimes I won't, yuh
I feel good, sometimes I don't, ayy, don't
I finessed down Weston Road, ayy, 'nessed
Might go down a G.O.D., yeah, wait
I go hard on Southside G, yeah, wait
I make sure that north-side eat

[Post-Chorus]
And still, bad things
It's a lot of bad things
That they wishin' and wishin' and wishin' and wishin'
They wishin' on me
Bad things
It's a lot of bad things
That they wishin' and wishin' and wishin' and wishin'
They wishin' on me
Yeah, ayy, ayy

[Verse 2]
She say, ""Do you love me?"" I tell her, ""Only partly
I only love my bed and my mama, I'm sorry""
Fifty Dub, I even got it tatted on me
81, they'll bring the crashers to the party
And you know me
Turn the O2 into the O3, dog
Without 40, Oli, there'd be no me
'Magine if I never met the broskies

[Chorus]
God's plan, God's plan
I can't do this on my own, ayy, no, ayy
Someone watchin' this shit close, yep, close
I've been me since Scarlett Road, ayy, road, ayy
Might go down as G.O.D., yeah, wait
I go hard on Southside G, ayy, wait
I make sure that north-side eat, yeah

[Post-Chorus]
And still, bad things
It's a lot of bad things
That they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yeah, yeah
Bad things
It's a lot of bad things
That they wishin' and wishin' and wishin' and wishin'
They wishin' on me, yeah",
Drake,Scorpion,I'm Upset ,"[Intro]
Yeah
I'm working on dying

[Chorus]
I'm upset
Fifty thousand on my head, it's disrespect
So offended that I had to double check
I'ma always take the money over sex
That's why they need me out the way, what you expect?

[Verse 1]
Got a lot of blood and it's cold
They keep tryna get me for my soul
Thankful for the women that I know
Can't go fifty-fifty with no ho
Every month
I'm supposed to pay her bills and get her what she want
I still got like seven years of doin' what I want
My dad still got child support from 1991 (One, one, one)
Outta town, people love to pop a lot of shit then come around
Word to Flacko Jodye, he done seen us put it down
Niggas askin' if I'm cool

[Chorus]
I'm upset ('Set, 'set)
Hunnid thousand on my head, it's disrespect (Disrespect)
So offended that I had to double check
More Videos
  Powered By

[Verse 2]
You tryna check?
This is real life, niggas think we playin' chess
So what's next?
Jump up out the bed like I'm possessed
I go out on tour and I say I'm drinkin' less
End up gettin' loose and gettin' pictures from my ex (Ex, ex, ex, ex)
SMS, triple X
That's the only time I ever shoot below the neck (Skrr)
Why you keep on shootin' if you know that nigga dead? (Skrr)
That's the only kind of shit that gets you some respect

[Refrain]
Got a lot of blood and it's cold
They keep tryna get me for my soul (For my soul)
Thankful for the women that I know
Can't go fifty-fifty with no ho (Ayy, ayy)
Every month
She don't even love me, she just puttin' on a front (Front)
She gon' try and settle outta court and make a run
Then gon' ask me how I'm doin'?

[Chorus]
I'm upset ('Set, 'set)
Half a million on my head I can accept, yeah
'Least it makes me feel like someone tried their best, yeah
Want to waste a half a million, be my guest
Made me wanna buy a vest and a TEC (Skrr)
But I'm blessed, I just checked (Checked, checked)
Hate me, never met me in the flesh (Flesh)
Said she's got some things she gotta come here and collect
That shit is in a box to the left, to the left (Left, left, left)

[Outro]
Got a lot of blood and it's cold
They keep tryna get me for my soul (For my soul)
Thankful for the women that I know (That I know)
Can't go fifty-fifty with no ho",
Drake,Scorpion,8 Out of 10 ,"[Intro: Drake]
Too rich for who? Y'all just got rich again
Who grips the mic and likes to kill they friends?
I've never been the type to make amends
If shit was at a eight, we like to, we like to, we like to—
Yeah, if shit was at a eight, we like to make it ten
1da sent this in, I'm goin' up all the way
I don't like to talk when there's nothin' else left to say (True)

[Chorus: Drake]
Drizzy 'bout to drop, the game is in disarray
I'd tell you hear me out but we both know end of the day
Your sister is pressin' play, your trainer is pressin' play
Your wifey, your wifey, your wifey, your wifey— (True)

[Verse 1: Drake]
I gotta breathe real deep when I catch an attitude
I got a whole 'nother level that I can tap into
Max said they only blessed when they attached to you
The only deadbeats is whatever beats I been rappin' to (True)
And the product is still the best though
It's only good in my city because I said so
Just to fit the estate man, I had to Copperfield like presto
Voilà, tada (True)

[Bridge: Drake]
Never a matter of ""could I?"" or ""should I?""
Kiss my son on the forehead then kiss your ass goodbye
As luck would have it, I've settled into my role as the good guy
I guess luck is on your side
I guess luck is on your side
All sevens, no sixes, rest easy, get some shut eye
Hold on, hold up, but I—

[Verse 2: Drake]
Miss makin' 'em pay
Helipad from Will Smith crib straight to the stage
Three Forum shows but I played Staples today
The neighborhood is smokey, y'all stay safe in this place (True)

[Chorus: Drake]
Drizzy 'bout to drop, the game is in disarray
I'd tell you hear me out but we both know end of the day
Your niggas is pressin' play, your nanny is pressin' play
Your wifey, your wifey, your wifey, your wifey— (True)

[Verse 3: Drake]
Had to go and hit reset, now we here
I been on top for three sets of three years
I can't be around the niggas you minglin' with
I can't fly if I could sit on the wing of that shit (True)
I try to pay it less mind
They been keepin' tabs on me like I'm payin' next time
I think I sense a little fear from the other side
White vans parked across the street, real subtle guys (True)

[Bridge: Drake]
Yeah, never a matter of ""could I?"" or ""should I?""
Kiss my mom on the forehead then kiss your ass goodbye
As luck would have it, I've settled into my role as the good guy
I guess luck is on your side
I guess luck is on your side
All sevens, no sixes, rest easy, get some shut eye
Hold on, hold up, but I—

[Outro: Plies]
Hahaha, I can't argue with you, no! You mad!
Look at you, you mad! You big mad! Haheheh
I'm happy! Leave me alone!
I just want some money, a lot of money
I don't get paid to argue with you
No! Who is you? You ain't nobody!
You mad",
Drake,Scorpion,Mob Ties ,"[Verse 1]
Ayy, sick of these niggas (Sick)
Sick of these niggas (Sick, sick)
Hire some help (Help), get rid of these niggas (Skrr)
Sick of this shit, move to the Ritz
Turned out the bitch (Ayy)
It is what it is, yeah
GLE, 'cause that Lambo movin' fast (Skrr)
S Class, G Class, lotta class (Sss, sss)
In a rocket and that bitch ain't got no tags (Skrr, skrr)
Louis bags in exchange for body bags, yeah

[Pre-Chorus 1]
Sick of these niggas (Sick)
Sick of these niggas (Sick, sick)
Hire some help (Help), get rid of these niggas (Grr)
Fuck what it was, it is what it is (What)
Whatever you did, it is what it is

[Chorus]
And I'm so tired (tired)
I fuck with the mob and I got ties (Lotta ties, lotta ties)
Knock you off to pay their tithes (Do doo)
They want me gone but don't know why
It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that
It's too late for all that, ayy
It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that, ayy
It's too late for all that

[Post-Chorus]
Ayy, sick of these niggas
I'm sick of these niggas
Hire some help, get rid of these niggas
I'm not with the ra-ra
I am a Dada
My bitch in Chanel now
Your bitch in Escada (Sick, sick, sick, sick)

[Verse 2]
Yeah, and they shook
Please don't let them fool ya, I don't care how they look (Nah)
Heard all of the talkin', now it's quiet, now it's shush (Shh)
Twenty-nine is comin', they on edge when I cook (Cook)
Lead the league in scorin', man, but look at my assists (Shh)
Yes I be with Future but I like to reminisce (Yeah)
I do not forget a thing, I'm patient, it's a gift (yeah)
Try to tell 'em they ain't got to do it, they insist (they insist)
Yeah, I can tell
I just gave 'em two for forty million like Chappelle (Two)
Standin' over coffin with a hammer and a nail (Two)
Heard you hit up so and so, that name don't ring a bell, nah

[Pre-Chorus 2]
Sick of these niggas (Sick)
Hire some help, get rid of these niggas
I'm sick of this shit (Sick, sick)
I'm runnin' a blitz (Ayy)
Whatever you did (Ayy), it is what it is

[Chorus]
And I'm so tired (Tired)
I fuck with the mob and I got ties (Lotta ties, lotta ties)
Knock you off to pay their tithes (Do doo)
They want me gone but don't know why
It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that
It's too late for all that, ayy
It's too late for all that lovey-dovey shit
I'm your brother shit, all that other shit
It's too late for all that, ayy
It's too late for all that",
Drake,Scorpion,Can’t Take a Joke ,"[Intro]
Ayo, blast that shit, Maxx
Blast that shit back if you blastin'
Ayy

[Verse 1]
UberX to Hidden Hills
Give me somethin' I can feel
If they come to Hidden Hills
Then I know they know the deal
We just right there up the road
You could hit it with a stone
I be out here on my own
I'm just tryna set the tone
I've been kicked when I was down
None of that shit matter now
Niggas think they run the town
'Til we run 'em out of town
And they gotta relocate
Gotta dip from where they stay
Everything will be okay
Man, just stay up out my way

[Chorus]
Skid around ends with the bros and I'm kitted to the toes
If I touch studio then we got one
I be tryna laugh with the bros 'bout the opps that we know
But they can't take a joke, 'cause it's not one
Think it's 'cause we live by the code, reputation to uphold
Makin' me the one they gotta take the spot from
I be tryna laugh with the bros but they can't take a joke

[Interlude]
Ayo, blast that shit, Maxx
Blast that shit back if you blastin'
Yeah, yeah

[Verse 2]
Back and forth to Italy
My comment section killin' me
I swear I get so passionate
Y'all do not know the half of it
I grew up with the Reps Up boys, we crashin' it and splashin' in
And when I say they crashin' it, I do not mean a accident
I'm– I'm still in the studio at 6:45
And my haters either on they way to work or they arrived
And I gotta own the things I rap about just for my pride
You know when it comes to pride, I can't put that shit aside
I've been kicked when I was down
None of that shit matter now
They be throwin' in the towel
I do yellowtail at TAO
They be watchin' what they say
Especially when it's to my face
Everything will be okay
Man, just stay up out my way

[Chorus]
Skid around ends with the bros and I'm kitted to the toes
If I touch studio then we got one
I be tryna laugh with the bros 'bout the opps that we know
But they can't take a joke, 'cause it's not one
Think it's 'cause we live by the code, reputation to uphold
Makin' me the one they gotta take the spot from
I be tryna laugh with the bros but they can't take a joke",
Drake,Scorpion,Sandra's Rose ,"[Intro: Sample & Drake]
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby
Ooh, ooh (Yeah)

[Verse 1: Drake]
Niggas see the crib and ask who did I steal from
Price tags on makin' the world feel some
They don't have enough to satisfy a real one
Maverick Carter couldn't even get the deal done
Niggas scared to come towards us, gotta run from us
Louisville hush money for my young gunners
Rick Pitino, I take 'em to strip clubs and casinos
Stack of C-notes, get all you niggas scratched like Preemo
Worms, I just opened up a can of those
My mother had a flower shop, but I was Sandra's rose
Two girls that I rope like Indiana Jones
I make them hoes walk together like I'm Amber Rose
Yeah, fuck that, I got to up the ante
California girls sweeter than pieces of candy
Had me all in Nipsey hood to go link up with Sammy
Type of hood where bandanas make niggas a family
Head on a swivel, I could shoot but I could never dribble
Life too short, I gotta get it 'fore they blow the whistle
My uncle tryna change my energy with stones and crystals
But it's gon' take more than that for me to control my issues
I wasn't made for no casket or no prison cell
Every title doin' numbers like I'm Miss Adele
Sandra knows I pulled us out of a living hell
I'm the chosen one, flowers never pick themselves

[Chorus: Sample]
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby, yeah
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby
Ooh, ooh

[Verse 2: Drake]
Niggas want a classic, that's just ten of these
Crime family like the Genovese, you don't want drama, capisc'?
My house is full of supermodels just like Mohamed Hadid
I take this shit too serious, you niggas my comic relief
I find it funny how I keep on talkin' and commas increase
I'm standin' at the top of where you niggas are climbin' to reach
I even got my very own initials inscribed on my sheets
Subtle reminders are key, jeez!
Spoiler alert: the second act is tragic
And everyone that wants the worst for me's askin' what happened
Backstabbed so many times I started walkin' backwards
Like Charlamagne, I see the light and see the darkest patches
Bury me and I'll be born again
I walk in godly form amongst the mortal men
I got some real demons across the border fence
And made a note of the mistakes we can't afford again
Like I said, can of worms and I'm the early bird
Niggas want to hang but I'm too busy doin' dirty work
Hit 'em back and say we'll link up on the 33rd
When I say that they cursin' me, it ain't dirty words
Church of Pentecost, Holy Spirit synagogue
I don't know who's protectin' me but we hit it off
Sandra's rose, no wonder they tryna pick me off
I guess you gotta show these niggas who you really are

[Chorus: Sample]
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby, yeah
Yeah, no more, no more
Baby, baby, baby, baby, baby, baby, baby
Ooh, ooh, ooh, ooh",
Drake,Scorpion,Talk Up (Ft. JAY-Z) ,"[Intro: Drake]
[knocking on the door]
DJ Paul
TWhy
Ayy, ayy
Lot of 6's in here tonight
Yeah, yeah, ayy
(Dopeman!)

[Verse 1: Drake]
Ten of us, we movin' as one
I'm so proud of who I've become
You might think I've taken some lumps
Only if we talkin' 'bout sums (Yeah)
Intentions are pure, they cannot tell me relax
My mentions are jokes, but they never give me the facts
This isn't that, can't be ignorin' the stats
Based off of that, they gotta run me the max
They gotta run me the max, they gotta double the racks
They had it set up for real, but they didn't come with the slaps
When I heard the shit I was skippin' through that
If I get it trippin', it's no comin' back
I don't understand, these niggas gotta adapt
You know where I'm at, I put the 6 on the map
Your shorty was bent, she wanted to vent
I promise it fell in my lap
My money is young, my problems are old
I promise I'm bridgin' the gap

[Chorus: Drake]
Woo! You know what I'm sayin'?
Woo! Ayy, ayy
Yeah, you know what I'm sayin'?
(Gyeah, gyeah, gyeah, gyeah!)

[Refrain: Drake]
Niggas provoke, this shit ain't a joke, man, nobody playin'
He's at the top and he's at the top, but nobody stayin'
These niggas around but they ain't around
You know what I'm sayin'?
Say that they down, when they shit is down
You know what I'm sayin'?

[Chorus: Drake]
Yeah, you know what I'm sayin'?
Ayy, ayy, yeah
You know what I'm sayin'?

[Verse 2: JAY-Z]
Yo, get close enough to HOV, smell like a kilo still (Still)
First album 26, I ain't need no deal (Real)
Already a hood legend, I ain't need no Shyne (Woo!)
First Rollie flooded out, I ain't see no time, woah
Stand-up niggas, we only duckin' indictments
Dope boys, Off-White, lookin' like soft white on 'em
Heh, you know what I'm sayin'?
We in the buildin', we came for a billion, ain't nobody playin'
Live every word that I'm rappin'
Say I lost 90 bricks and it happened
You probably wouldn't believe
Everything that you seein' right now if it wasn't live action
I ain't on the 'Gram, they record who I am
God to these dope boys, how do you not be a HOV fan?
I'm what Meech shoulda been
I'm what Supreme didn't become
If Alpo didn't snitch, niggas'd be like Young
I got your President tweetin', I won't even meet with him
Y'all killed X and let Zimmerman live, shhh, s-streets is done

[Chorus: Drake]
You know what I'm sayin'?
Ayy, ayy, yeah
You know what I'm sayin'?
(Gyeah, gyeah, gyeah, gyeah!)

[Refrain: Drake]
Niggas provoke, this shit ain't a joke, man, nobody playin'
He's at the top and he's at the top, but nobody stayin'
These niggas around but they ain't around
You know what I'm sayin'?
Say that they down, when they shit is down
You know what I'm sayin'?

[Chorus: Drake]
Yeah, you know what I'm sayin'?
Ayy, ayy, yeah
You know what I'm sayin'?",
Drake,Scorpion,Is There More ,"[Verse 1: Drake]
Only holdin' up I do is my end of the bargain
Only beggin' that I do is me beggin' your pardon
Only tryin' that I do is me tryin' the hardest
Only problems I do are math problems with profit
Only lyin' I do is lyin' out in the tropics
Only cryin' I do is cryin' from laughin' 'bout it
Only lackin' I can do is my lack of responses
Only rest that I do is ""Where the rest of my commas?""
Still I rise, Maya Angelou vibes
When life comin' at you from all angles and sides
And they don't wanna see that you smilin' from inside
It really boils down to how you plan to survive
Love certain ones but never get attached to 'em
Give 'em nice things, but what's that to 'em?
Especially when another girl I flew in is flickin' up in my bathroom
And they recognize the bathroom
All hell starts to break loose in my texts
I only tell lies to who I gotta protect
I would rather have you remember me how we met
I would rather lose my leg than lose their respect
But that'll never happen the way I'm watchin' my step
That ain't what I'm 'bout
I'm in control of my destiny, never in doubt
If I can't make it with you, I'll make it without
They say take the good with the bad, I'll take it without
Houston women I wine-and-dine and take to the house
My moral compass is janky, it breaks in the South
Is there more to life than digits and bankin' accounts?
Is there more to life than sayin' I figured it out?
Is there more? Yeah

[Verse 2: Drake]
Sweeter the berry, the blacker the juice
The boy is back in the booth, ready to tap into truth
Too many  'bout houses and loot
Too many Walt Disney characters, mouses and goofs
I mean you know I love a challenge, but challenged by who?
I'll let you bring a thousand recruits
My peers are a talented group
But even if you take all their statistics and carry the two
Even if you rounded up the numbers and rounded the troops
There's still nothin' they could really do
It's too bad reality checks don't cover the balances due
Whenever it's time to recoup
Yeah, soon as this album drop I'm out of the deal
In the house playin' D'Angelo, ""How Does It Feel?""
I got a fear of havin' things on my mind when I die
What you got, time on your hands or time on your side?
Is there any sense in doin' these songs when I'm high?
Is there more to life than goin' on trips to Dubai?
Yachts on the 4th of July, G5 soarin' the skies
Is there more to life than all of these corporate ties
And all of these fortunate times
And all of these asses that never come in proportionate size?
Am I missin' somethin' that's more important to find?
Like healin' my soul, like family time
Is there more to life than just when I'm feelin' alive?
Is there more?

[Outro: Nai Palm]
Passion, instant
Sweat beads, feel me (Feel me)
Cupid's shot me
My heartbeat's racing (My heartbeat's racing)
Tempt me, drive me (Tempt me)
It feels so exciting
Thought of highly (Highly)
It's yours entirely
I'll be, I'll be more than a lover
More than a woman
More than a lover for you",
